('a5a4', 'c7c5', 'a4a3', 'c5b4')
('b4d4', 'h5f5', 'd4d3', 'h4g5')
('b4d4', 'h5f5', 'd4d3', 'h4h5')
('b4d4', 'h5f5', 'd4d5', 'c7c5')
('b4d4', 'h5f5', 'd4d5', 'c7c6')
('b4d4', 'h5f5', 'd4d5', 'f4f3')
('b4d4', 'h5f5', 'd4d5', 'f5d5')
('b4d4', 'h5f5', 'd4d5', 'f5e5')
('b4d4', 'h5f5', 'd4d5', 'f5f6')
('b4d4', 'h5f5', 'd4d5', 'f5f7')
('b4d4', 'h5f5', 'd4d5', 'f5f8')
('b4d4', 'h5f5', 'd4d5', 'f5g5')
('b4d4', 'h5f5', 'd4d5', 'f5h5')
('b4d4', 'h5f5', 'd4d5', 'h4g3')
('b4d4', 'h5f5', 'd4d5', 'h4g4')
('b4d4', 'h5f5', 'd4d5', 'h4g5')
('b4d4', 'h5f5', 'd4d5', 'h4h5')
('b4d4', 'h5f5', 'd4d6', 'c7c5')
('b4d4', 'h5f5', 'd4d6', 'c7c6')
('b4d4', 'h5f5', 'd4d6', 'c7d6')
('b4d4', 'h5f5', 'd4d6', 'f4f3')
('b4d4', 'h5f5', 'd4d6', 'f5b5')
('b4d4', 'h5f5', 'd4d6', 'f5c5')
('b4d4', 'h5f5', 'd4d6', 'f5d5')
('b4d4', 'h5f5', 'd4d6', 'f5e5')
('b4d4', 'h5f5', 'd4d6', 'f5f6')
('b4d4', 'h5f5', 'd4d6', 'f5f7')
('b4d4', 'h5f5', 'd4d6', 'f5f8')
('b4d4', 'h5f5', 'd4d6', 'f5g5')
('b4d4', 'h5f5', 'd4d6', 'f5h5')
('b4d4', 'h5f5', 'd4d6', 'h4g3')
('b4d4', 'h5f5', 'd4d6', 'h4g4')
('b4d4', 'h5f5', 'd4d6', 'h4g5')
('b4d4', 'h5f5', 'd4d6', 'h4h5')
('b4d4', 'h5f5', 'd4e4', 'c7c5')
('b4d4', 'h5f5', 'd4e4', 'c7c6')
('b4d4', 'h5f5', 'd4e4', 'd6d5')
('b4d4', 'h5f5', 'd4e4', 'f5b5')
('b4d4', 'h5f5', 'd4e4', 'f5c5')
('b4d4', 'h5f5', 'd4e4', 'f5d5')
('b4d4', 'h5f5', 'd4e4', 'f5e5')
('b4d4', 'h5f5', 'd4e4', 'f5f6')
('b4d4', 'h5f5', 'd4e4', 'f5f7')
('b4d4', 'h5f5', 'd4e4', 'f5f8')
('b4d4', 'h5f5', 'd4e4', 'f5g5')
('b4d4', 'h5f5', 'd4e4', 'f5h5')
('b4d4', 'h5f5', 'd4e4', 'h4g3')
('b4d4', 'h5f5', 'd4e4', 'h4g4')
('b4d4', 'h5f5', 'd4e4', 'h4g5')
('b4d4', 'h5f5', 'd4e4', 'h4h5')
('b4d4', 'h5f5', 'd4f4', 'f5f4')
('b4d4', 'h5f5', 'd4f4', 'h4g3')
('b4d4', 'h5f5', 'd4f4', 'h4g5')
('b4d4', 'h5f5', 'd4f4', 'h4h5')
('b4d4', 'h5f5', 'e2e3', 'c7c5')
('b4d4', 'h5f5', 'e2e3', 'c7c6')
('b4d4', 'h5f5', 'e2e3', 'd6d5')
('b4d4', 'h5f5', 'e2e3', 'f5b5')
('b4d4', 'h5f5', 'e2e3', 'f5c5')
('b4d4', 'h5f5', 'e2e3', 'f5d5')
('b4d4', 'h5f5', 'e2e3', 'f5e5')
('b4d4', 'h5f5', 'e2e3', 'f5f6')
('b4d4', 'h5f5', 'e2e3', 'f5f7')
('b4d4', 'h5f5', 'e2e3', 'f5f8')
('b4d4', 'h5f5', 'e2e3', 'f5g5')
('b4d4', 'h5f5', 'e2e3', 'f5h5')
('b4d4', 'h5f5', 'e2e3', 'h4g3')
('b4d4', 'h5f5', 'e2e3', 'h4g4')
('b4d4', 'h5f5', 'e2e3', 'h4g5')
('b4d4', 'h5f5', 'e2e3', 'h4h5')
('b4d4', 'h5f5', 'e2e4', 'c7c5')
('b4d4', 'h5f5', 'e2e4', 'c7c6')
('b4d4', 'h5f5', 'e2e4', 'd6d5')
('b4d4', 'h5f5', 'e2e4', 'f4f3')
('b4d4', 'h5f5', 'e2e4', 'f5b5')
('b4d4', 'h5f5', 'e2e4', 'f5c5')
('b4d4', 'h5f5', 'e2e4', 'f5d5')
('b4d4', 'h5f5', 'e2e4', 'f5e5')
('b4d4', 'h5f5', 'e2e4', 'f5f6')
('b4d4', 'h5f5', 'e2e4', 'f5f7')
('b4d4', 'h5f5', 'e2e4', 'f5f8')
('b4d4', 'h5f5', 'e2e4', 'f5g5')
('b4d4', 'h5f5', 'e2e4', 'f5h5')
('b4d4', 'h5f5', 'e2e4', 'h4g3')
('b4d4', 'h5f5', 'e2e4', 'h4g4')
('b4d4', 'h5f5', 'e2e4', 'h4g5')
('b4d4', 'h5f5', 'e2e4', 'h4h5')
('b4d4', 'h5f5', 'g2g3', 'h4g3')
('b4d4', 'h5f5', 'g2g3', 'h4g4')
('b4d4', 'h5f5', 'g2g3', 'h4g5')
('b4d4', 'h5f5', 'g2g3', 'h4h3')
('b4d4', 'h5f5', 'g2g3', 'h4h5')
('b4d4', 'h5f5', 'g2g4', 'c7c5')
('b4d4', 'h5f5', 'g2g4', 'c7c6')
('b4d4', 'h5f5', 'g2g4', 'd6d5')
('b4d4', 'h5f5', 'g2g4', 'f4f3')
('b4d4', 'h5f5', 'g2g4', 'f5b5')
('b4d4', 'h5f5', 'g2g4', 'f5c5')
('b4d4', 'h5f5', 'g2g4', 'f5d5')
('b4d4', 'h5f5', 'g2g4', 'f5e5')
('b4d4', 'h5f5', 'g2g4', 'f5f6')
('b4d4', 'h5f5', 'g2g4', 'f5f7')
('b4d4', 'h5f5', 'g2g4', 'f5f8')
('b4d4', 'h5f5', 'g2g4', 'f5g5')
('b4d4', 'h5f5', 'g2g4', 'f5h5')
('b4d4', 'h5f5', 'g2g4', 'h4g3')
('b4d4', 'h5f5', 'g2g4', 'h4g4')
('b4d4', 'h5f5', 'g2g4', 'h4g5')
('b4d4', 'h5f5', 'g2g4', 'h4h3')
('b4d4', 'h5g5', 'a5a4', 'c7c5')
('b4d4', 'h5g5', 'a5a4', 'c7c6')
('b4d4', 'h5g5', 'a5a4', 'd6d5')
('b4d4', 'h5g5', 'a5a4', 'g5b5')
('b4d4', 'h5g5', 'a5a4', 'g5c5')
('b4d4', 'h5g5', 'a5a4', 'g5d5')
('b4d4', 'h5g5', 'a5a4', 'g5e5')
('b4d4', 'h5g5', 'a5a4', 'g5f5')
('b4d4', 'h5g5', 'a5a4', 'g5g2')
('b4d4', 'h5g5', 'a5a4', 'g5g3')
('b4d4', 'h5g5', 'a5a4', 'g5g4')
('b4d4', 'h5g5', 'a5a4', 'g5g6')
('b4d4', 'h5g5', 'a5a4', 'g5g7')
('b4d4', 'h5g5', 'a5a4', 'g5g8')
('b4d4', 'h5g5', 'a5a4', 'g5h5')
('b4d4', 'h5g5', 'a5a4', 'h4g3')
('b4d4', 'h5g5', 'a5a4', 'h4g4')
('b4d4', 'h5g5', 'a5a4', 'h4h5')
('b4d4', 'h5g5', 'a5a6', 'c7c5')
('b4d4', 'h5g5', 'a5a6', 'c7c6')
('b4d4', 'h5g5', 'a5a6', 'd6d5')
('b4d4', 'h5g5', 'a5a6', 'g5b5')
('b4d4', 'h5g5', 'a5a6', 'g5c5')
('b4d4', 'h5g5', 'a5a6', 'g5d5')
('b4d4', 'h5g5', 'a5a6', 'g5e5')
('b4d4', 'h5g5', 'a5a6', 'g5f5')
('b4d4', 'h5g5', 'a5a6', 'g5g2')
('b4d4', 'h5g5', 'a5a6', 'g5g3')
('b4d4', 'h5g5', 'a5a6', 'g5g4')
('b4d4', 'h5g5', 'a5a6', 'g5g6')
('b4d4', 'h5g5', 'a5a6', 'g5g7')
('b4d4', 'h5g5', 'a5a6', 'g5g8')
('b4d4', 'h5g5', 'a5a6', 'g5h5')
('b4d4', 'h5g5', 'a5a6', 'h4g3')
('b4d4', 'h5g5', 'a5a6', 'h4g4')
('b4d4', 'h5g5', 'a5a6', 'h4h5')
('b4d4', 'h5g5', 'a5b4', 'c7c5')
('b4d4', 'h5g5', 'a5b4', 'c7c6')
('b4d4', 'h5g5', 'a5b4', 'd6d5')
('b4d4', 'h5g5', 'a5b4', 'g5b5')
('b4d4', 'h5g5', 'a5b4', 'g5c5')
('b4d4', 'h5g5', 'a5b4', 'g5d5')
('b4d4', 'h5g5', 'a5b4', 'g5e5')
('b4d4', 'h5g5', 'a5b4', 'g5f5')
('b4d4', 'h5g5', 'a5b4', 'g5g2')
('b4d4', 'h5g5', 'a5b4', 'g5g3')
('b4d4', 'h5g5', 'a5b4', 'g5g4')
('b4d4', 'h5g5', 'a5b4', 'g5g6')
('b4d4', 'h5g5', 'a5b4', 'g5g7')
('b4d4', 'h5g5', 'a5b4', 'g5g8')
('b4d4', 'h5g5', 'a5b4', 'g5h5')
('b4d4', 'h5g5', 'a5b4', 'h4g3')
('b4d4', 'h5g5', 'a5b4', 'h4g4')
('b4d4', 'h5g5', 'a5b4', 'h4h5')
('b4d4', 'h5g5', 'd4a4', 'c7c5')
('b4d4', 'h5g5', 'd4a4', 'c7c6')
('b4d4', 'h5g5', 'd4a4', 'd6d5')
('b4d4', 'h5g5', 'd4a4', 'g5b5')
('b4d4', 'h5g5', 'd4a4', 'g5c5')
('b4d4', 'h5g5', 'd4a4', 'g5d5')
('b4d4', 'h5g5', 'd4a4', 'g5e5')
('b4d4', 'h5g5', 'd4a4', 'g5f5')
('b4d4', 'h5g5', 'd4a4', 'g5g2')
('b4d4', 'h5g5', 'd4a4', 'g5g3')
('b4d4', 'h5g5', 'd4a4', 'g5g4')
('b4d4', 'h5g5', 'd4a4', 'g5g6')
('b4d4', 'h5g5', 'd4a4', 'g5g7')
('b4d4', 'h5g5', 'd4a4', 'g5g8')
('b4d4', 'h5g5', 'd4a4', 'g5h5')
('b4d4', 'h5g5', 'd4a4', 'h4g3')
('b4d4', 'h5g5', 'd4a4', 'h4g4')
('b4d4', 'h5g5', 'd4a4', 'h4h5')
('b4d4', 'h5g5', 'd4b4', 'c7c5')
('b4d4', 'h5g5', 'd4b4', 'c7c6')
('b4d4', 'h5g5', 'd4b4', 'd6d5')
('b4d4', 'h5g5', 'd4b4', 'g5b5')
('b4d4', 'h5g5', 'd4b4', 'g5c5')
('b4d4', 'h5g5', 'd4b4', 'g5d5')
('b4d4', 'h5g5', 'd4b4', 'g5e5')
('b4d4', 'h5g5', 'd4b4', 'g5f5')
('b4d4', 'h5g5', 'd4b4', 'g5g2')
('b4d4', 'h5g5', 'd4b4', 'g5g3')
('b4d4', 'h5g5', 'd4b4', 'g5g4')
('b4d4', 'h5g5', 'd4b4', 'g5g6')
('b4d4', 'h5g5', 'd4b4', 'g5g7')
('b4d4', 'h5g5', 'd4b4', 'g5g8')
('b4d4', 'h5g5', 'd4b4', 'g5h5')
('b4d4', 'h5g5', 'd4b4', 'h4g3')
('b4d4', 'h5g5', 'd4b4', 'h4g4')
('b4d4', 'h5g5', 'd4b4', 'h4h5')
('b4d4', 'h5g5', 'd4c4', 'c7c5')
('b4d4', 'h5g5', 'd4c4', 'c7c6')
('b4d4', 'h5g5', 'd4c4', 'd6d5')
('b4d4', 'h5g5', 'd4c4', 'g5b5')
('b4d4', 'h5g5', 'd4c4', 'g5c5')
('b4d4', 'h5g5', 'd4c4', 'g5d5')
('b4d4', 'h5g5', 'd4c4', 'g5e5')
('b4d4', 'h5g5', 'd4c4', 'g5f5')
('b4d4', 'h5g5', 'd4c4', 'g5g2')
('b4d4', 'h5g5', 'd4c4', 'g5g3')
('b4d4', 'h5g5', 'd4c4', 'g5g4')
('b4d4', 'h5g5', 'd4c4', 'g5g6')
('b4d4', 'h5g5', 'd4c4', 'g5g7')
('b4d4', 'h5g5', 'd4c4', 'g5g8')
('b4d4', 'h5g5', 'd4c4', 'g5h5')
('b4d4', 'h5g5', 'd4c4', 'h4g3')
('b4d4', 'h5g5', 'd4c4', 'h4g4')
('b4d4', 'h5g5', 'd4c4', 'h4h5')
('b4d4', 'h5g5', 'd4d1', 'c7c5')
('b4d4', 'h5g5', 'd4d1', 'c7c6')
('b4d4', 'h5g5', 'd4d1', 'd6d5')
('b4d4', 'h5g5', 'd4d1', 'f4f3')
('b4d4', 'h5g5', 'd4d1', 'g5b5')
('b4d4', 'h5g5', 'd4d1', 'g5c5')
('b4d4', 'h5g5', 'd4d1', 'g5d5')
('b4d4', 'h5g5', 'd4d1', 'g5e5')
('b4d4', 'h5g5', 'd4d1', 'g5f5')
('b4d4', 'h5g5', 'd4d1', 'g5g2')
('b4d4', 'h5g5', 'd4d1', 'g5g3')
('b4d4', 'h5g5', 'd4d1', 'g5g4')
('b4d4', 'h5g5', 'd4d1', 'g5g6')
('b4d4', 'h5g5', 'd4d1', 'g5g7')
('b4d4', 'h5g5', 'd4d1', 'g5g8')
('b4d4', 'h5g5', 'd4d1', 'g5h5')
('b4d4', 'h5g5', 'd4d1', 'h4g3')
('b4d4', 'h5g5', 'd4d1', 'h4g4')
('b4d4', 'h5g5', 'd4d1', 'h4h5')
('b4d4', 'h5g5', 'd4d2', 'c7c5')
('b4d4', 'h5g5', 'd4d2', 'c7c6')
('b4d4', 'h5g5', 'd4d2', 'd6d5')
('b4d4', 'h5g5', 'd4d2', 'f4f3')
('b4d4', 'h5g5', 'd4d2', 'g5b5')
('b4d4', 'h5g5', 'd4d2', 'g5c5')
('b4d4', 'h5g5', 'd4d2', 'g5d5')
('b4d4', 'h5g5', 'd4d2', 'g5e5')
('b4d4', 'h5g5', 'd4d2', 'g5f5')
('b4d4', 'h5g5', 'd4d2', 'g5g2')
('b4d4', 'h5g5', 'd4d2', 'g5g3')
('b4d4', 'h5g5', 'd4d2', 'g5g4')
('b4d4', 'h5g5', 'd4d2', 'g5g6')
('b4d4', 'h5g5', 'd4d2', 'g5g7')
('b4d4', 'h5g5', 'd4d2', 'g5g8')
('b4d4', 'h5g5', 'd4d2', 'g5h5')
('b4d4', 'h5g5', 'd4d2', 'h4g3')
('b4d4', 'h5g5', 'd4d2', 'h4g4')
('b4d4', 'h5g5', 'd4d2', 'h4h5')
('b4d4', 'h5g5', 'd4d3', 'c7c5')
('b4d4', 'h5g5', 'd4d3', 'c7c6')
('b4d4', 'h5g5', 'd4d3', 'd6d5')
('b4d4', 'h5g5', 'd4d3', 'f4f3')
('b4d4', 'h5g5', 'd4d3', 'g5b5')
('b4d4', 'h5g5', 'd4d3', 'g5c5')
('b4d4', 'h5g5', 'd4d3', 'g5d5')
('b4d4', 'h5g5', 'd4d3', 'g5e5')
('b4d4', 'h5g5', 'd4d3', 'g5f5')
('b4d4', 'h5g5', 'd4d3', 'g5g2')
('b4d4', 'h5g5', 'd4d3', 'g5g3')
('b4d4', 'h5g5', 'd4d3', 'g5g4')
('b4d4', 'h5g5', 'd4d3', 'g5g6')
('b4d4', 'h5g5', 'd4d3', 'g5g7')
('b4d4', 'h5g5', 'd4d3', 'g5g8')
('b4d4', 'h5g5', 'd4d3', 'g5h5')
('b4d4', 'h5g5', 'd4d3', 'h4g4')
('b4d4', 'h5g5', 'd4d3', 'h4h5')
('b4d4', 'h5g5', 'd4d5', 'c7c5')
('b4d4', 'h5g5', 'd4d5', 'c7c6')
('b4d4', 'h5g5', 'd4d5', 'f4f3')
('b4d4', 'h5g5', 'd4d5', 'g5d5')
('b4d4', 'h5g5', 'd4d5', 'g5e5')
('b4d4', 'h5g5', 'd4d5', 'g5f5')
('b4d4', 'h5g5', 'd4d5', 'g5g2')
('b4d4', 'h5g5', 'd4d5', 'g5g3')
('b4d4', 'h5g5', 'd4d5', 'g5g4')
('b4d4', 'h5g5', 'd4d5', 'g5g6')
('b4d4', 'h5g5', 'd4d5', 'g5g7')
('b4d4', 'h5g5', 'd4d5', 'g5g8')
('b4d4', 'h5g5', 'd4d5', 'g5h5')
('b4d4', 'h5g5', 'd4d5', 'h4g3')
('b4d4', 'h5g5', 'd4d5', 'h4g4')
('b4d4', 'h5g5', 'd4d5', 'h4h5')
('b4d4', 'h5g5', 'd4d6', 'c7c5')
('b4d4', 'h5g5', 'd4d6', 'c7c6')
('b4d4', 'h5g5', 'd4d6', 'c7d6')
('b4d4', 'h5g5', 'd4d6', 'f4f3')
('b4d4', 'h5g5', 'd4d6', 'g5b5')
('b4d4', 'h5g5', 'd4d6', 'g5c5')
('b4d4', 'h5g5', 'd4d6', 'g5d5')
('b4d4', 'h5g5', 'd4d6', 'g5e5')
('b4d4', 'h5g5', 'd4d6', 'g5f5')
('b4d4', 'h5g5', 'd4d6', 'g5g2')
('b4d4', 'h5g5', 'd4d6', 'g5g3')
('b4d4', 'h5g5', 'd4d6', 'g5g4')
('b4d4', 'h5g5', 'd4d6', 'g5g6')
('b4d4', 'h5g5', 'd4d6', 'g5g7')
('b4d4', 'h5g5', 'd4d6', 'g5g8')
('b4d4', 'h5g5', 'd4d6', 'g5h5')
('b4d4', 'h5g5', 'd4d6', 'h4g3')
('b4d4', 'h5g5', 'd4d6', 'h4g4')
('b4d4', 'h5g5', 'd4d6', 'h4h5')
('b4d4', 'h5g5', 'd4e4', 'c7c5')
('b4d4', 'h5g5', 'd4e4', 'c7c6')
('b4d4', 'h5g5', 'd4e4', 'd6d5')
('b4d4', 'h5g5', 'd4e4', 'g5b5')
('b4d4', 'h5g5', 'd4e4', 'g5c5')
('b4d4', 'h5g5', 'd4e4', 'g5d5')
('b4d4', 'h5g5', 'd4e4', 'g5e5')
('b4d4', 'h5g5', 'd4e4', 'g5f5')
('b4d4', 'h5g5', 'd4e4', 'g5g2')
('b4d4', 'h5g5', 'd4e4', 'g5g3')
('b4d4', 'h5g5', 'd4e4', 'g5g4')
('b4d4', 'h5g5', 'd4e4', 'g5g6')
('b4d4', 'h5g5', 'd4e4', 'g5g7')
('b4d4', 'h5g5', 'd4e4', 'g5g8')
('b4d4', 'h5g5', 'd4e4', 'g5h5')
('b4d4', 'h5g5', 'd4e4', 'h4g3')
('b4d4', 'h5g5', 'd4e4', 'h4g4')
('b4d4', 'h5g5', 'd4e4', 'h4h5')
('b4d4', 'h5g5', 'd4f4', 'g5g4')
('b4d4', 'h5g5', 'd4f4', 'h4g3')
('b4d4', 'h5g5', 'd4f4', 'h4h5')
('b4d4', 'h5g5', 'e2e3', 'c7c5')
('b4d4', 'h5g5', 'e2e3', 'c7c6')
('b4d4', 'h5g5', 'e2e3', 'd6d5')
('b4d4', 'h5g5', 'e2e3', 'g5b5')
('b4d4', 'h5g5', 'e2e3', 'g5c5')
('b4d4', 'h5g5', 'e2e3', 'g5d5')
('b4d4', 'h5g5', 'e2e3', 'g5e5')
('b4d4', 'h5g5', 'e2e3', 'g5f5')
('b4d4', 'h5g5', 'e2e3', 'g5g2')
('b4d4', 'h5g5', 'e2e3', 'g5g3')
('b4d4', 'h5g5', 'e2e3', 'g5g4')
('b4d4', 'h5g5', 'e2e3', 'g5g6')
('b4d4', 'h5g5', 'e2e3', 'g5g7')
('b4d4', 'h5g5', 'e2e3', 'g5g8')
('b4d4', 'h5g5', 'e2e3', 'g5h5')
('b4d4', 'h5g5', 'e2e3', 'h4g3')
('b4d4', 'h5g5', 'e2e3', 'h4g4')
('b4d4', 'h5g5', 'e2e3', 'h4h5')
('b4d4', 'h5g5', 'e2e4', 'c7c5')
('b4d4', 'h5g5', 'e2e4', 'c7c6')
('b4d4', 'h5g5', 'e2e4', 'd6d5')
('b4d4', 'h5g5', 'e2e4', 'f4f3')
('b4d4', 'h5g5', 'e2e4', 'g5b5')
('b4d4', 'h5g5', 'e2e4', 'g5c5')
('b4d4', 'h5g5', 'e2e4', 'g5d5')
('b4d4', 'h5g5', 'e2e4', 'g5e5')
('b4d4', 'h5g5', 'e2e4', 'g5f5')
('b4d4', 'h5g5', 'e2e4', 'g5g2')
('b4d4', 'h5g5', 'e2e4', 'g5g3')
('b4d4', 'h5g5', 'e2e4', 'g5g4')
('b4d4', 'h5g5', 'e2e4', 'g5g6')
('b4d4', 'h5g5', 'e2e4', 'g5g7')
('b4d4', 'h5g5', 'e2e4', 'g5g8')
('b4d4', 'h5g5', 'e2e4', 'g5h5')
('b4d4', 'h5g5', 'e2e4', 'h4g3')
('b4d4', 'h5g5', 'e2e4', 'h4g4')
('b4d4', 'h5g5', 'e2e4', 'h4h5')
('b4d4', 'h5g5', 'g2g3', 'g5g3')
('b4d4', 'h5g5', 'g2g3', 'h4g3')
('b4d4', 'h5g5', 'g2g3', 'h4g4')
('b4d4', 'h5g5', 'g2g3', 'h4h3')
('b4d4', 'h5g5', 'g2g3', 'h4h5')
('b4d4', 'h5g5', 'g2g4', 'c7c5')
('b4d4', 'h5g5', 'g2g4', 'c7c6')
('b4d4', 'h5g5', 'g2g4', 'd6d5')
('b4d4', 'h5g5', 'g2g4', 'f4f3')
('b4d4', 'h5g5', 'g2g4', 'g5b5')
('b4d4', 'h5g5', 'g2g4', 'g5c5')
('b4d4', 'h5g5', 'g2g4', 'g5d5')
('b4d4', 'h5g5', 'g2g4', 'g5e5')
('b4d4', 'h5g5', 'g2g4', 'g5f5')
('b4d4', 'h5g5', 'g2g4', 'g5g4')
('b4d4', 'h5g5', 'g2g4', 'g5g6')
('b4d4', 'h5g5', 'g2g4', 'g5g7')
('b4d4', 'h5g5', 'g2g4', 'g5g8')
('b4d4', 'h5g5', 'g2g4', 'g5h5')
('b4d4', 'h5g5', 'g2g4', 'h4g3')
('b4d4', 'h5g5', 'g2g4', 'h4g4')
('b4d4', 'h5g5', 'g2g4', 'h4h3')
('b4d4', 'h5h6', 'a5a4', 'c7c5')
('b4d4', 'h5h6', 'a5a4', 'c7c6')
('b4d4', 'h5h6', 'a5a4', 'd6d5')
('b4d4', 'h5h6', 'a5a4', 'h4g3')
('b4d4', 'h5h6', 'a5a4', 'h4g4')
('b4d4', 'h5h6', 'a5a4', 'h4g5')
('b4d4', 'h5h6', 'a5a4', 'h4h5')
('b4d4', 'h5h6', 'a5a4', 'h6e6')
('b4d4', 'h5h6', 'a5a4', 'h6f6')
('b4d4', 'h5h6', 'a5a4', 'h6g6')
('b4d4', 'h5h6', 'a5a4', 'h6h5')
('b4d4', 'h5h6', 'a5a4', 'h6h7')
('b4d4', 'h5h6', 'a5a4', 'h6h8')
('b4d4', 'h5h6', 'a5a6', 'c7c5')
('b4d4', 'h5h6', 'a5a6', 'c7c6')
('b4d4', 'h5h6', 'a5a6', 'd6d5')
('b4d4', 'h5h6', 'a5a6', 'h4g3')
('b4d4', 'h5h6', 'a5a6', 'h4g4')
('b4d4', 'h5h6', 'a5a6', 'h4g5')
('b4d4', 'h5h6', 'a5a6', 'h4h5')
('b4d4', 'h5h6', 'a5a6', 'h6e6')
('b4d4', 'h5h6', 'a5a6', 'h6f6')
('b4d4', 'h5h6', 'a5a6', 'h6g6')
('b4d4', 'h5h6', 'a5a6', 'h6h5')
('b4d4', 'h5h6', 'a5a6', 'h6h7')
('b4d4', 'h5h6', 'a5a6', 'h6h8')
('b4d4', 'h5h6', 'a5b4', 'c7c5')
('b4d4', 'h5h6', 'a5b4', 'c7c6')
('b4d4', 'h5h6', 'a5b4', 'd6d5')
('b4d4', 'h5h6', 'a5b4', 'h4g3')
('b4d4', 'h5h6', 'a5b4', 'h4g4')
('b4d4', 'h5h6', 'a5b4', 'h4g5')
('b4d4', 'h5h6', 'a5b4', 'h4h5')
('b4d4', 'h5h6', 'a5b4', 'h6e6')
('b4d4', 'h5h6', 'a5b4', 'h6f6')
('b4d4', 'h5h6', 'a5b4', 'h6g6')
('b4d4', 'h5h6', 'a5b4', 'h6h5')
('b4d4', 'h5h6', 'a5b4', 'h6h7')
('b4d4', 'h5h6', 'a5b4', 'h6h8')
('b4d4', 'h5h6', 'b5b6', 'c7b6')
('b4d4', 'h5h6', 'b5b6', 'c7c5')
('b4d4', 'h5h6', 'b5b6', 'c7c6')
('b4d4', 'h5h6', 'b5b6', 'd6d5')
('b4d4', 'h5h6', 'b5b6', 'h4g3')
('b4d4', 'h5h6', 'b5b6', 'h4g4')
('b4d4', 'h5h6', 'b5b6', 'h4g5')
('b4d4', 'h5h6', 'b5b6', 'h4h5')
('b4d4', 'h5h6', 'b5b6', 'h6e6')
('b4d4', 'h5h6', 'b5b6', 'h6f6')
('b4d4', 'h5h6', 'b5b6', 'h6g6')
('b4d4', 'h5h6', 'b5b6', 'h6h5')
('b4d4', 'h5h6', 'b5b6', 'h6h7')
('b4d4', 'h5h6', 'b5b6', 'h6h8')
('b4d4', 'h5h6', 'd4a4', 'c7c5')
('b4d4', 'h5h6', 'd4a4', 'c7c6')
('b4d4', 'h5h6', 'd4a4', 'd6d5')
('b4d4', 'h5h6', 'd4a4', 'h4g3')
('b4d4', 'h5h6', 'd4a4', 'h4g4')
('b4d4', 'h5h6', 'd4a4', 'h4g5')
('b4d4', 'h5h6', 'd4a4', 'h4h5')
('b4d4', 'h5h6', 'd4a4', 'h6e6')
('b4d4', 'h5h6', 'd4a4', 'h6f6')
('b4d4', 'h5h6', 'd4a4', 'h6g6')
('b4d4', 'h5h6', 'd4a4', 'h6h5')
('b4d4', 'h5h6', 'd4a4', 'h6h7')
('b4d4', 'h5h6', 'd4a4', 'h6h8')
('b4d4', 'h5h6', 'd4b4', 'c7c5')
('b4d4', 'h5h6', 'd4b4', 'c7c6')
('b4d4', 'h5h6', 'd4b4', 'd6d5')
('b4d4', 'h5h6', 'd4b4', 'h4g3')
('b4d4', 'h5h6', 'd4b4', 'h4g4')
('b4d4', 'h5h6', 'd4b4', 'h4g5')
('b4d4', 'h5h6', 'd4b4', 'h4h5')
('b4d4', 'h5h6', 'd4b4', 'h6e6')
('b4d4', 'h5h6', 'd4b4', 'h6f6')
('b4d4', 'h5h6', 'd4b4', 'h6g6')
('b4d4', 'h5h6', 'd4b4', 'h6h5')
('b4d4', 'h5h6', 'd4b4', 'h6h7')
('b4d4', 'h5h6', 'd4b4', 'h6h8')
('b4d4', 'h5h6', 'd4c4', 'c7c5')
('b4d4', 'h5h6', 'd4c4', 'c7c6')
('b4d4', 'h5h6', 'd4c4', 'd6d5')
('b4d4', 'h5h6', 'd4c4', 'h4g3')
('b4d4', 'h5h6', 'd4c4', 'h4g4')
('b4d4', 'h5h6', 'd4c4', 'h4g5')
('b4d4', 'h5h6', 'd4c4', 'h4h5')
('b4d4', 'h5h6', 'd4c4', 'h6e6')
('b4d4', 'h5h6', 'd4c4', 'h6f6')
('b4d4', 'h5h6', 'd4c4', 'h6g6')
('b4d4', 'h5h6', 'd4c4', 'h6h5')
('b4d4', 'h5h6', 'd4c4', 'h6h7')
('b4d4', 'h5h6', 'd4c4', 'h6h8')
('b4d4', 'h5h6', 'd4d1', 'c7c5')
('b4d4', 'h5h6', 'd4d1', 'c7c6')
('b4d4', 'h5h6', 'd4d1', 'd6d5')
('b4d4', 'h5h6', 'd4d1', 'f4f3')
('b4d4', 'h5h6', 'd4d1', 'h4g3')
('b4d4', 'h5h6', 'd4d1', 'h4g4')
('b4d4', 'h5h6', 'd4d1', 'h4g5')
('b4d4', 'h5h6', 'd4d1', 'h4h5')
('b4d4', 'h5h6', 'd4d1', 'h6e6')
('b4d4', 'h5h6', 'd4d1', 'h6f6')
('b4d4', 'h5h6', 'd4d1', 'h6g6')
('b4d4', 'h5h6', 'd4d1', 'h6h5')
('b4d4', 'h5h6', 'd4d1', 'h6h7')
('b4d4', 'h5h6', 'd4d1', 'h6h8')
('b4d4', 'h5h6', 'd4d2', 'c7c5')
('b4d4', 'h5h6', 'd4d2', 'c7c6')
('b4d4', 'h5h6', 'd4d2', 'd6d5')
('b4d4', 'h5h6', 'd4d2', 'f4f3')
('b4d4', 'h5h6', 'd4d2', 'h4g3')
('b4d4', 'h5h6', 'd4d2', 'h4g4')
